domain,scheme,x,rep,gen,best_fitness,mean_fitness,best_distance,mean_distance,mean_novelty
evogym,darwinian,0.5,1,24,0.5154282052403053,0.3927894949567462,6.831422365557931,4.596269160307644,0.13769540934906072
evogym,darwinian,0.5,1,25,0.5154282052403053,0.4023444320254003,6.831422365557931,4.71974145143365,0.14409049317978595
evogym,darwinian,0.5,1,26,0.5514311242067659,0.38564878035323386,7.2878865081739495,4.655238621685394,0.13469670649878498
evogym,darwinian,0.5,1,27,0.5514311242067659,0.3873769538400784,7.2878865081739495,4.682159924252288,0.13388764926379954
evogym,darwinian,0.5,1,28,0.5514311242067659,0.3867789352080641,7.2878865081739495,4.709271309530519,0.12743122720194264
evogym,darwinian,0.5,1,29,0.5514311242067659,0.4057278814034454,7.2878865081739495,4.970300497908614,0.12806165151279733
evogym,darwinian,0.5,1,30,0.5514311242067659,0.397514865922956,7.2878865081739495,4.815903247251123,0.13166535604994595
evogym,darwinian,0.5,2,0,0.3406031378837111,0.21918054112987811,3.4655773500054545,1.5183795384196346,0.24055901582172026
evogym,darwinian,0.5,2,1,0.3406031378837111,0.21918054112987811,3.4655773500054545,1.5183795384196346,0.24055901582172026
evogym,darwinian,0.5,2,2,0.41451592806801196,0.22771034544900598,5.5015130393145855,1.6684535543540058,0.20307178116330626
evogym,darwinian,0.5,2,3,0.41451592806801196,0.26399468905933443,5.5015130393145855,2.212755094441982,0.1829755682798617
evogym,darwinian,0.5,2,4,0.41451592806801196,0.2754638018526962,5.5015130393145855,2.4129396912160352,0.18933649481450227
evogym,darwinian,0.5,2,5,0.4352523310460439,0.2765540630766722,7.050084571021374,2.750457787054539,0.1818056152448019
evogym,darwinian,0.5,2,6,0.4352523310460439,0.295459422653386,7.050084571021374,3.0619489297233486,0.17996040753995574
evogym,darwinian,0.5,2,7,0.4352523310460439,0.3106191678186177,7.050084571021374,3.373364323143323,0.17054681265007504
evogym,darwinian,0.5,2,8,0.4352523310460439,0.3127062100633985,7.050084571021374,3.504673958725237,0.1618574934646459
evogym,darwinian,0.5,2,9,0.44218039910738105,0.3341519711393716,7.050084571021374,3.910347670134828,0.15794801365999744
evogym,darwinian,0.5,2,10,0.46843580294275744,0.33910027370983725,7.690595419315672,4.2211508164040294,0.14663214110383962
evogym,darwinian,0.5,2,11,0.4714963680969535,0.33218418554792384,7.719329842408461,4.173996061860965,0.14368468663516093
evogym,darwinian,0.5,2,12,0.4714963680969535,0.3526288652747286,7.719329842408461,4.5487341008931335,0.13463672857074938
evogym,darwinian,0.5,2,13,0.4714963680969535,0.3599308632188848,7.719329842408461,4.668513247277467,0.1365565065941581
evogym,darwinian,0.5,2,14,0.4714963680969535,0.37072909618313943,7.719329842408461,4.961651305460193,0.12705030890418628
evogym,darwinian,0.5,2,15,0.4714963680969535,0.3774336609221835,7.719329842408461,5.106797122080229,0.12475285443006501
